Order ID,Customer Name,Segment,Order Date,State,Postal Code,Category,Ship Date,Days to Ship,Measure Names,Measure Values
CA-2022-158673,Ken Brennan,Corporate,12/29/2022,Michigan,49505,Office Supplies,1/4/2023,6,Quantity,2
US-2022-102638,Michael Chen,Consumer,12/29/2022,New York,10035,Office Supplies,12/31/2022,2,Sales,6.03
US-2022-102638,Michael Chen,Consumer,12/29/2022,New York,10035,Office Supplies,12/31/2022,2,Quantity,3
US-2022-158526,Katherine Hughes,Consumer,12/29/2022,Kentucky,40214,Furniture,1/1/2023,3,Sales,1767.57
US-2022-158526,Katherine Hughes,Consumer,12/29/2022,Kentucky,40214,Furniture,1/1/2023,3,Quantity,12
US-2022-158526,Katherine Hughes,Consumer,12/29/2022,Kentucky,40214,Office Supplies,1/1/2023,3,Sales,47.11
US-2022-158526,Katherine Hughes,Consumer,12/29/2022,Kentucky,40214,Office Supplies,1/1/2023,3,Quantity,2
CA-2022-101322,Jason Gross,Corporate,12/28/2022,California,90805,Furniture,12/31/2022,3,Sales,340.704
CA-2022-101322,Jason Gross,Corporate,12/28/2022,California,90805,Furniture,12/31/2022,3,Quantity,6
CA-2022-122798,Susan Vittorini,Consumer,12/28/2022,New Mexico,87105,Office Supplies,1/1/2023,4,Sales,122.53
CA-2022-122798,Susan Vittorini,Consumer,12/28/2022,New Mexico,87105,Office Supplies,1/1/2023,4,Quantity,6
CA-2022-127516,Erica Hernandez,Home Office,12/28/2022,Tennessee,37211,Office Supplies,1/3/2023,6,Sales,64.784
CA-2022-127516,Erica Hernandez,Home Office,12/28/2022,Tennessee,37211,Office Supplies,1/3/2023,6,Quantity,1
CA-2022-129805,Harry Marie,Corporate,12/28/2022,Washington,98103,Furniture,1/2/2023,5,Sales,7.4
CA-2022-129805,Harry Marie,Corporate,12/28/2022,Washington,98103,Furniture,1/2/2023,5,Quantity,2
CA-2022-135111,Christopher Schild,Home Office,12/28/2022,North Dakota,58103,Office Supplies,1/2/2023,5,Sales,28.38
CA-2022-135111,Christopher Schild,Home Office,12/28/2022,North Dakota,58103,Office Supplies,1/2/2023,5,Quantity,6
CA-2022-136539,Greg Hansen,Consumer,12/28/2022,Texas,78664,Furniture,1/1/2023,4,Sales,78.8528
CA-2022-136539,Greg Hansen,Consumer,12/28/2022,Texas,78664,Furniture,1/1/2023,4,Quantity,2
CA-2022-136539,Greg Hansen,Consumer,12/28/2022,Texas,78664,Office Supplies,1/1/2023,4,Sales,27.168
CA-2022-136539,Greg Hansen,Consumer,12/28/2022,Texas,78664,Office Supplies,1/1/2023,4,Quantity,2
CA-2022-163860,Lori Olson,Corporate,12/28/2022,Illinois,61604,Furniture,1/1/2023,4,Sales,124.3
CA-2022-163860,Lori Olson,Corporate,12/28/2022,Illinois,61604,Furniture,1/1/2023,4,Quantity,7
CA-2022-163860,Lori Olson,Corporate,12/28/2022,Illinois,61604,Office Supplies,1/1/2023,4,Sales,1.68
CA-2022-163860,Lori Olson,Corporate,12/28/2022,Illinois,61604,Office Supplies,1/1/2023,4,Quantity,5
CA-2022-163979,Kristen Hastings,Corporate,12/28/2022,California,94110,Office Supplies,1/2/2023,5,Sales,725.84
CA-2022-163979,Kristen Hastings,Corporate,12/28/2022,California,94110,Office Supplies,1/2/2023,5,Quantity,4
CA-2022-164826,Jennifer Ferguson,Consumer,12/28/2022,New York,10024,Office Supplies,1/4/2023,7,Sales,119.674
CA-2022-164826,Jennifer Ferguson,Consumer,12/28/2022,New York,10024,Office Supplies,1/4/2023,7,Quantity,18
CA-2022-164826,Jennifer Ferguson,Consumer,12/28/2022,New York,10024,Technology,1/4/2023,7,Sales,14.85
CA-2022-164826,Jennifer Ferguson,Consumer,12/28/2022,New York,10024,Technology,1/4/2023,7,Quantity,3
US-2022-162068,Pamela Coakley,Corporate,12/28/2022,Colorado,80538,Office Supplies,12/31/2022,3,Sales,1.188
US-2022-162068,Pamela Coakley,Corporate,12/28/2022,Colorado,80538,Office Supplies,12/31/2022,3,Quantity,2
CA-2022-134404,Dan Reichenbach,Corporate,12/27/2022,Ohio,43055,Office Supplies,12/27/2022,0,Sales,13.248
CA-2022-134404,Dan Reichenbach,Corporate,12/27/2022,Ohio,43055,Office Supplies,12/27/2022,0,Quantity,4
CA-2022-134404,Dan Reichenbach,Corporate,12/27/2022,Ohio,43055,Technology,12/27/2022,0,Sales,164.388
CA-2022-134404,Dan Reichenbach,Corporate,12/27/2022,Ohio,43055,Technology,12/27/2022,0,Quantity,2
CA-2022-112487,Tracy Collins,Home Office,12/26/2022,Ohio,43229,Office Supplies,12/30/2022,4,Sales,3.132
CA-2022-112487,Tracy Collins,Home Office,12/26/2022,Ohio,43229,Office Supplies,12/30/2022,4,Quantity,2
CA-2022-121741,Yoseph Carroll,Corporate,12/26/2022,Nebraska,68025,Office Supplies,12/26/2022,0,Sales,750.68
CA-2022-121741,Yoseph Carroll,Corporate,12/26/2022,Nebraska,68025,Office Supplies,12/26/2022,0,Quantity,2
CA-2022-136238,Karen Bern,Corporate,12/26/2022,Texas,79762,Office Supplies,1/1/2023,6,Sales,16.032
CA-2022-136238,Karen Bern,Corporate,12/26/2022,Texas,79762,Office Supplies,1/1/2023,6,Quantity,3
US-2022-106705,Patrick O'Brill,Consumer,12/26/2022,Iowa,52601,Office Supplies,1/1/2023,6,Sales,44.75
US-2022-106705,Patrick O'Brill,Consumer,12/26/2022,Iowa,52601,Office Supplies,1/1/2023,6,Quantity,5
CA-2022-105620,Jennifer Halladay,Consumer,12/25/2022,Florida,33012,Furniture,12/28/2022,3,Sales,21
CA-2022-105620,Jennifer Halladay,Consumer,12/25/2022,Florida,33012,Furniture,12/28/2022,3,Quantity,3
CA-2022-105620,Jennifer Halladay,Consumer,12/25/2022,Florida,33012,Technology,12/28/2022,3,Sales,120
CA-2022-105620,Jennifer Halladay,Consumer,12/25/2022,Florida,33012,Technology,12/28/2022,3,Quantity,2
CA-2022-108756,Patrick O'Donnell,Consumer,12/25/2022,New Jersey,07017,Technology,12/29/2022,4,Sales,31.8
CA-2022-108756,Patrick O'Donnell,Consumer,12/25/2022,New Jersey,07017,Technology,12/29/2022,4,Quantity,3
CA-2022-114055,Mick Hernandez,Home Office,12/25/2022,Alabama,35810,Office Supplies,12/29/2022,4,Sales,728.8
CA-2022-114055,Mick Hernandez,Home Office,12/25/2022,Alabama,35810,Office Supplies,12/29/2022,4,Quantity,10
CA-2022-114055,Mick Hernandez,Home Office,12/25/2022,Alabama,35810,Technology,12/29/2022,4,Sales,90.48
CA-2022-114055,Mick Hernandez,Home Office,12/25/2022,Alabama,35810,Technology,12/29/2022,4,Quantity,2
CA-2022-121398,Fred Hopkins,Corporate,12/25/2022,California,90008,Office Supplies,12/29/2022,4,Sales,424.172
CA-2022-121398,Fred Hopkins,Corporate,12/25/2022,California,90008,Office Supplies,12/29/2022,4,Quantity,5
CA-2022-134194,Guy Armstrong,Consumer,12/25/2022,Texas,75081,Office Supplies,1/1/2023,7,Sales,160.162
CA-2022-134194,Guy Armstrong,Consumer,12/25/2022,Texas,75081,Office Supplies,1/1/2023,7,Quantity,26
CA-2022-146780,Cynthia Voltz,Corporate,12/25/2022,New York,10035,Furniture,12/30/2022,5,Sales,41.96
CA-2022-146780,Cynthia Voltz,Corporate,12/25/2022,New York,10035,Furniture,12/30/2022,5,Quantity,2
CA-2022-161480,Ralph Arnett,Consumer,12/25/2022,New York,10035,Furniture,12/29/2022,4,Sales,191.984
CA-2022-161480,Ralph Arnett,Consumer,12/25/2022,New York,10035,Furniture,12/29/2022,4,Quantity,2
CA-2022-162880,Giulietta Dortch,Corporate,12/25/2022,Washington,98208,Office Supplies,12/29/2022,4,Sales,3.856
CA-2022-162880,Giulietta Dortch,Corporate,12/25/2022,Washington,98208,Office Supplies,12/29/2022,4,Quantity,1
CA-2022-163510,Joni Wasserman,Consumer,12/25/2022,Kentucky,40214,Furniture,12/28/2022,3,Sales,304.45
CA-2022-163510,Joni Wasserman,Consumer,12/25/2022,Kentucky,40214,Furniture,12/28/2022,3,Quantity,5
CA-2022-163510,Joni Wasserman,Consumer,12/25/2022,Kentucky,40214,Office Supplies,12/28/2022,3,Sales,95.94
CA-2022-163510,Joni Wasserman,Consumer,12/25/2022,Kentucky,40214,Office Supplies,12/28/2022,3,Quantity,3
US-2022-147669,Susan Vittorini,Consumer,12/25/2022,Ohio,45014,Furniture,12/30/2022,5,Sales,273.06
US-2022-147669,Susan Vittorini,Consumer,12/25/2022,Ohio,45014,Furniture,12/30/2022,5,Quantity,2
US-2022-147669,Susan Vittorini,Consumer,12/25/2022,Ohio,45014,Office Supplies,12/30/2022,5,Sales,52.335
US-2022-147669,Susan Vittorini,Consumer,12/25/2022,Ohio,45014,Office Supplies,12/30/2022,5,Quantity,14
US-2022-147669,Susan Vittorini,Consumer,12/25/2022,Ohio,45014,Technology,12/30/2022,5,Sales,158.928
US-2022-147669,Susan Vittorini,Consumer,12/25/2022,Ohio,45014,Technology,12/30/2022,5,Quantity,7
CA-2022-117933,Roy Französisch,Consumer,12/24/2022,New York,10024,Office Supplies,12/29/2022,5,Sales,35.91
CA-2022-117933,Roy Französisch,Consumer,12/24/2022,New York,10024,Office Supplies,12/29/2022,5,Quantity,3
CA-2022-121195,Neola Schneider,Consumer,12/24/2022,Texas,75220,Office Supplies,12/27/2022,3,Sales,264.32
CA-2022-121195,Neola Schneider,Consumer,12/24/2022,Texas,75220,Office Supplies,12/27/2022,3,Quantity,2
CA-2022-124296,Christine Sundaresam,Consumer,12/24/2022,Louisiana,70506,Furniture,12/28/2022,4,Sales,232.88
CA-2022-124296,Christine Sundaresam,Consumer,12/24/2022,Louisiana,70506,Furniture,12/28/2022,4,Quantity,4
CA-2022-124296,Christine Sundaresam,Consumer,12/24/2022,Louisiana,70506,Technology,12/28/2022,4,Sales,479.97
CA-2022-124296,Christine Sundaresam,Consumer,12/24/2022,Louisiana,70506,Technology,12/28/2022,4,Quantity,3
CA-2022-128734,James Lanier,Home Office,12/24/2022,Arizona,85224,Furniture,12/31/2022,7,Sales,850.92
CA-2022-128734,James Lanier,Home Office,12/24/2022,Arizona,85224,Furniture,12/31/2022,7,Quantity,7
CA-2022-145219,Robert Marley,Home Office,12/24/2022,California,90049,Office Supplies,12/25/2022,1,Sales,90.48
CA-2022-145219,Robert Marley,Home Office,12/24/2022,California,90049,Office Supplies,12/25/2022,1,Quantity,3
CA-2022-145219,Robert Marley,Home Office,12/24/2022,California,90049,Technology,12/25/2022,1,Sales,2879.952
CA-2022-145219,Robert Marley,Home Office,12/24/2022,California,90049,Technology,12/25/2022,1,Quantity,6
CA-2022-147956,Alan Hwang,Consumer,12/24/2022,Washington,98105,Office Supplies,12/31/2022,7,Sales,1003.62
CA-2022-147956,Alan Hwang,Consumer,12/24/2022,Washington,98105,Office Supplies,12/31/2022,7,Quantity,6
CA-2022-148355,Nick Crebassa,Corporate,12/24/2022,Massachusetts,02740,Office Supplies,12/28/2022,4,Sales,31.74
CA-2022-148355,Nick Crebassa,Corporate,12/24/2022,Massachusetts,02740,Office Supplies,12/28/2022,4,Quantity,8
CA-2022-154935,Andy Reiter,Consumer,12/24/2022,New York,10024,Office Supplies,12/29/2022,5,Sales,17.88
CA-2022-154935,Andy Reiter,Consumer,12/24/2022,New York,10024,Office Supplies,12/29/2022,5,Quantity,3
CA-2022-163671,Dave Poirier,Corporate,12/24/2022,Idaho,83642,Office Supplies,12/30/2022,6,Sales,21.312
CA-2022-163671,Dave Poirier,Corporate,12/24/2022,Idaho,83642,Office Supplies,12/30/2022,6,Quantity,3
CA-2022-169411,Ann Chong,Corporate,12/24/2022,New York,14609,Furniture,12/29/2022,5,Sales,37.93
CA-2022-169411,Ann Chong,Corporate,12/24/2022,New York,14609,Furniture,12/29/2022,5,Quantity,1
CA-2022-169978,Hunter Glantz,Consumer,12/24/2022,New York,11572,Furniture,12/28/2022,4,Sales,271.764
CA-2022-169978,Hunter Glantz,Consumer,12/24/2022,New York,11572,Furniture,12/28/2022,4,Quantity,2
CA-2022-169978,Hunter Glantz,Consumer,12/24/2022,New York,11572,Office Supplies,12/28/2022,4,Sales,14.376
CA-2022-169978,Hunter Glantz,Consumer,12/24/2022,New York,11572,Office Supplies,12/28/2022,4,Quantity,3
CA-2022-110625,Julia Barnett,Home Office,12/23/2022,Connecticut,06810,Furniture,12/30/2022,7,Sales,27.46
CA-2022-110625,Julia Barnett,Home Office,12/23/2022,Connecticut,06810,Furniture,12/30/2022,7,Quantity,2
CA-2022-117443,Jennifer Braxton,Corporate,12/23/2022,Illinois,61107,Office Supplies,12/25/2022,2,Sales,189.712
CA-2022-117443,Jennifer Braxton,Corporate,12/23/2022,Illinois,61107,Office Supplies,12/25/2022,2,Quantity,8
CA-2022-121216,Michael Moore,Consumer,12/23/2022,Texas,77840,Office Supplies,12/25/2022,2,Sales,57.984
CA-2022-121216,Michael Moore,Consumer,12/23/2022,Texas,77840,Office Supplies,12/25/2022,2,Quantity,16
CA-2022-127929,Filia McAdams,Corporate,12/23/2022,Connecticut,06457,Furniture,12/27/2022,4,Sales,181.95
CA-2022-127929,Filia McAdams,Corporate,12/23/2022,Connecticut,06457,Furniture,12/27/2022,4,Quantity,3
CA-2022-140627,Darren Koutras,Consumer,12/23/2022,Tennessee,37075,Furniture,12/27/2022,4,Sales,72.704
CA-2022-140627,Darren Koutras,Consumer,12/23/2022,Tennessee,37075,Furniture,12/27/2022,4,Quantity,4
CA-2022-140627,Darren Koutras,Consumer,12/23/2022,Tennessee,37075,Office Supplies,12/27/2022,4,Sales,230.616
CA-2022-140627,Darren Koutras,Consumer,12/23/2022,Tennessee,37075,Office Supplies,12/27/2022,4,Quantity,10
US-2022-123463,Gary Zandusky,Consumer,12/23/2022,California,94109,Office Supplies,12/23/2022,0,Sales,13.48
US-2022-123463,Gary Zandusky,Consumer,12/23/2022,California,94109,Office Supplies,12/23/2022,0,Quantity,4
US-2022-162670,Monica Federle,Corporate,12/23/2022,Arkansas,72209,Office Supplies,12/28/2022,5,Sales,657.9
US-2022-162670,Monica Federle,Corporate,12/23/2022,Arkansas,72209,Office Supplies,12/28/2022,5,Quantity,13
US-2022-162670,Monica Federle,Corporate,12/23/2022,Arkansas,72209,Technology,12/28/2022,5,Sales,494.97
US-2022-162670,Monica Federle,Corporate,12/23/2022,Arkansas,72209,Technology,12/28/2022,5,Quantity,3
CA-2022-100412,Sharelle Roach,Home Office,12/22/2022,Alabama,35401,Furniture,12/26/2022,4,Sales,141.96
CA-2022-100412,Sharelle Roach,Home Office,12/22/2022,Alabama,35401,Furniture,12/26/2022,4,Quantity,2
CA-2022-104927,Alex Grayson,Consumer,12/22/2022,Texas,77095,Office Supplies,12/26/2022,4,Sales,108.13
CA-2022-104927,Alex Grayson,Consumer,12/22/2022,Texas,77095,Office Supplies,12/26/2022,4,Quantity,15
CA-2022-115931,Jim Mitchum,Corporate,12/22/2022,New Mexico,88220,Office Supplies,12/26/2022,4,Sales,59.94
CA-2022-115931,Jim Mitchum,Corporate,12/22/2022,New Mexico,88220,Office Supplies,12/26/2022,4,Quantity,11
CA-2022-115931,Jim Mitchum,Corporate,12/22/2022,New Mexico,88220,Technology,12/26/2022,4,Sales,67.04
CA-2022-115931,Jim Mitchum,Corporate,12/22/2022,New Mexico,88220,Technology,12/26/2022,4,Quantity,4
CA-2022-119193,Sally Knutson,Consumer,12/22/2022,Ohio,43615,Office Supplies,12/24/2022,2,Sales,1.641
CA-2022-119193,Sally Knutson,Consumer,12/22/2022,Ohio,43615,Office Supplies,12/24/2022,2,Quantity,1
CA-2022-119193,Sally Knutson,Consumer,12/22/2022,Ohio,43615,Technology,12/24/2022,2,Sales,629.958
CA-2022-119193,Sally Knutson,Consumer,12/22/2022,Ohio,43615,Technology,12/24/2022,2,Quantity,7
CA-2022-119578,Jason Gross,Corporate,12/22/2022,Rhode Island,02908,Furniture,12/27/2022,5,Sales,220.98
CA-2022-119578,Jason Gross,Corporate,12/22/2022,Rhode Island,02908,Furniture,12/27/2022,5,Quantity,1
CA-2022-119578,Jason Gross,Corporate,12/22/2022,Rhode Island,02908,Office Supplies,12/27/2022,5,Sales,695.16
CA-2022-119578,Jason Gross,Corporate,12/22/2022,Rhode Island,02908,Office Supplies,12/27/2022,5,Quantity,6
CA-2022-120376,Theone Pippenger,Consumer,12/22/2022,Michigan,48227,Furniture,12/25/2022,3,Sales,1998.49
CA-2022-120376,Theone Pippenger,Consumer,12/22/2022,Michigan,48227,Furniture,12/25/2022,3,Quantity,9
CA-2022-120376,Theone Pippenger,Consumer,12/22/2022,Michigan,48227,Technology,12/25/2022,3,Sales,284.94
CA-2022-120376,Theone Pippenger,Consumer,12/22/2022,Michigan,48227,Technology,12/25/2022,3,Quantity,6
CA-2022-142909,Alex Grayson,Consumer,12/22/2022,Arizona,85204,Furniture,12/25/2022,3,Sales,182.55
CA-2022-142909,Alex Grayson,Consumer,12/22/2022,Arizona,85204,Furniture,12/25/2022,3,Quantity,2
CA-2022-145310,Jeremy Pistek,Consumer,12/22/2022,Florida,32127,Office Supplies,12/24/2022,2,Sales,7.824
CA-2022-145310,Jeremy Pistek,Consumer,12/22/2022,Florida,32127,Office Supplies,12/24/2022,2,Quantity,1
CA-2022-146164,Charlotte Melton,Consumer,12/22/2022,Minnesota,55901,Furniture,12/26/2022,4,Sales,607.52
CA-2022-146164,Charlotte Melton,Consumer,12/22/2022,Minnesota,55901,Furniture,12/26/2022,4,Quantity,2
CA-2022-146164,Charlotte Melton,Consumer,12/22/2022,Minnesota,55901,Office Supplies,12/26/2022,4,Sales,31.16
CA-2022-146164,Charlotte Melton,Consumer,12/22/2022,Minnesota,55901,Office Supplies,12/26/2022,4,Quantity,2
CA-2022-149699,Chad McGuire,Consumer,12/22/2022,California,90008,Technology,12/24/2022,2,Sales,474.95
CA-2022-149699,Chad McGuire,Consumer,12/22/2022,California,90008,Technology,12/24/2022,2,Quantity,5
CA-2022-150910,Jack Lebron,Consumer,12/22/2022,Tennessee,38301,Furniture,12/28/2022,6,Sales,934.956
CA-2022-150910,Jack Lebron,Consumer,12/22/2022,Tennessee,38301,Furniture,12/28/2022,6,Quantity,6
CA-2022-150910,Jack Lebron,Consumer,12/22/2022,Tennessee,38301,Office Supplies,12/28/2022,6,Sales,108.528
CA-2022-150910,Jack Lebron,Consumer,12/22/2022,Tennessee,38301,Office Supplies,12/28/2022,6,Quantity,15
CA-2022-150910,Jack Lebron,Consumer,12/22/2022,Tennessee,38301,Technology,12/28/2022,6,Sales,46.864
CA-2022-150910,Jack Lebron,Consumer,12/22/2022,Tennessee,38301,Technology,12/28/2022,6,Quantity,2
CA-2022-155376,Sandra Glassco,Consumer,12/22/2022,Missouri,64055,Office Supplies,12/27/2022,5,Sales,839.43
CA-2022-155376,Sandra Glassco,Consumer,12/22/2022,Missouri,64055,Office Supplies,12/27/2022,5,Quantity,3
CA-2022-106782,Liz Preis,Consumer,12/21/2022,Indiana,47905,Office Supplies,12/27/2022,6,Sales,375.34
CA-2022-106782,Liz Preis,Consumer,12/21/2022,Indiana,47905,Office Supplies,12/27/2022,6,Quantity,1
CA-2022-107461,Pete Kriz,Consumer,12/21/2022,South Carolina,29203,Office Supplies,12/26/2022,5,Sales,23.88
CA-2022-107461,Pete Kriz,Consumer,12/21/2022,South Carolina,29203,Office Supplies,12/26/2022,5,Quantity,6
CA-2022-109589,Brian Derr,Consumer,12/21/2022,Kentucky,42104,Technology,12/24/2022,3,Sales,71
CA-2022-109589,Brian Derr,Consumer,12/21/2022,Kentucky,42104,Technology,12/24/2022,3,Quantity,4
CA-2022-137456,Rick Bensley,Home Office,12/21/2022,Nebraska,68025,Furniture,12/21/2022,0,Sales,15.92
CA-2022-137456,Rick Bensley,Home Office,12/21/2022,Nebraska,68025,Furniture,12/21/2022,0,Quantity,2
CA-2022-138380,Yana Sorensen,Corporate,12/21/2022,California,94601,Office Supplies,12/25/2022,4,Sales,1000.02
CA-2022-138380,Yana Sorensen,Corporate,12/21/2022,California,94601,Office Supplies,12/25/2022,4,Quantity,7
CA-2022-144827,Sanjit Engle,Consumer,12/21/2022,California,92627,Office Supplies,12/27/2022,6,Sales,124.36
CA-2022-144827,Sanjit Engle,Consumer,12/21/2022,California,92627,Office Supplies,12/27/2022,6,Quantity,2
CA-2022-163405,Bradley Nguyen,Consumer,12/21/2022,California,90049,Office Supplies,12/25/2022,4,Sales,12.51
CA-2022-163405,Bradley Nguyen,Consumer,12/21/2022,California,90049,Office Supplies,12/25/2022,4,Quantity,5
CA-2022-165841,Dean Braden,Consumer,12/21/2022,New Jersey,07501,Office Supplies,12/28/2022,7,Sales,235.94
CA-2022-165841,Dean Braden,Consumer,12/21/2022,New Jersey,07501,Office Supplies,12/28/2022,7,Quantity,8
CA-2022-165841,Dean Braden,Consumer,12/21/2022,New Jersey,07501,Technology,12/28/2022,7,Sales,281.97
CA-2022-165841,Dean Braden,Consumer,12/21/2022,New Jersey,07501,Technology,12/28/2022,7,Quantity,3
CA-2022-102197,David Kendrick,Corporate,12/20/2022,New York,10009,Office Supplies,12/26/2022,6,Sales,364.272
CA-2022-102197,David Kendrick,Corporate,12/20/2022,New York,10009,Office Supplies,12/26/2022,6,Quantity,11
CA-2022-105480,Dean Katz,Corporate,12/20/2022,New York,14609,Office Supplies,12/26/2022,6,Sales,13.464
CA-2022-105480,Dean Katz,Corporate,12/20/2022,New York,14609,Office Supplies,12/26/2022,6,Quantity,2
CA-2022-116946,Tony Sayre,Consumer,12/19/2022,Colorado,80134,Furniture,12/23/2022,4,Sales,115.378
CA-2022-116946,Tony Sayre,Consumer,12/19/2022,Colorado,80134,Furniture,12/23/2022,4,Quantity,12
CA-2022-116946,Tony Sayre,Consumer,12/19/2022,Colorado,80134,Office Supplies,12/23/2022,4,Sales,78.256
CA-2022-116946,Tony Sayre,Consumer,12/19/2022,Colorado,80134,Office Supplies,12/23/2022,4,Quantity,2
CA-2022-128160,Michael Moore,Consumer,12/19/2022,California,94110,Office Supplies,12/24/2022,5,Sales,36.672
CA-2022-128160,Michael Moore,Consumer,12/19/2022,California,94110,Office Supplies,12/24/2022,5,Quantity,2
CA-2022-158729,Amy Cox,Consumer,12/19/2022,Louisiana,70506,Office Supplies,12/21/2022,2,Sales,1665.62
CA-2022-158729,Amy Cox,Consumer,12/19/2022,Louisiana,70506,Office Supplies,12/21/2022,2,Quantity,2
CA-2022-102099,Emily Phan,Consumer,12/18/2022,California,90008,Office Supplies,12/19/2022,1,Sales,51.99
CA-2022-102099,Emily Phan,Consumer,12/18/2022,California,90008,Office Supplies,12/19/2022,1,Quantity,10
CA-2022-105886,Duane Benoit,Consumer,12/18/2022,New York,11572,Furniture,12/23/2022,5,Sales,18.96
CA-2022-105886,Duane Benoit,Consumer,12/18/2022,New York,11572,Furniture,12/23/2022,5,Quantity,2
CA-2022-108287,Alex Grayson,Consumer,12/18/2022,North Carolina,28205,Office Supplies,12/20/2022,2,Sales,12.672
CA-2022-108287,Alex Grayson,Consumer,12/18/2022,North Carolina,28205,Office Supplies,12/20/2022,2,Quantity,9
CA-2022-115602,Doug Jacobs,Consumer,12/18/2022,New York,10009,Furniture,12/24/2022,6,Sales,1141.938
CA-2022-115602,Doug Jacobs,Consumer,12/18/2022,New York,10009,Furniture,12/24/2022,6,Quantity,9
CA-2022-115602,Doug Jacobs,Consumer,12/18/2022,New York,10009,Office Supplies,12/24/2022,6,Sales,1746.58
CA-2022-115602,Doug Jacobs,Consumer,12/18/2022,New York,10009,Office Supplies,12/24/2022,6,Quantity,21
CA-2022-140585,Russell Applegate,Consumer,12/18/2022,California,92024,Furniture,12/23/2022,5,Sales,119.833
CA-2022-140585,Russell Applegate,Consumer,12/18/2022,California,92024,Furniture,12/23/2022,5,Quantity,1
CA-2022-140585,Russell Applegate,Consumer,12/18/2022,California,92024,Office Supplies,12/23/2022,5,Sales,46.672
CA-2022-140585,Russell Applegate,Consumer,12/18/2022,California,92024,Office Supplies,12/23/2022,5,Quantity,2
CA-2022-140585,Russell Applegate,Consumer,12/18/2022,California,92024,Technology,12/23/2022,5,Sales,119.98
CA-2022-140585,Russell Applegate,Consumer,12/18/2022,California,92024,Technology,12/23/2022,5,Quantity,2
CA-2022-143252,Harold Engle,Corporate,12/18/2022,Wisconsin,53209,Furniture,12/24/2022,6,Sales,99.95
CA-2022-143252,Harold Engle,Corporate,12/18/2022,Wisconsin,53209,Furniture,12/24/2022,6,Quantity,5
CA-2022-143252,Harold Engle,Corporate,12/18/2022,Wisconsin,53209,Technology,12/24/2022,6,Sales,29.34
CA-2022-143252,Harold Engle,Corporate,12/18/2022,Wisconsin,53209,Technology,12/24/2022,6,Quantity,3
CA-2022-156664,Beth Paige,Consumer,12/18/2022,Ohio,43229,Office Supplies,12/23/2022,5,Sales,233.532
CA-2022-156664,Beth Paige,Consumer,12/18/2022,Ohio,43229,Office Supplies,12/23/2022,5,Quantity,13
